identity_key,display_ref,canonical_mt_ref,canonical_lxx_ref,total_occurrences,current_occurrences,historical_occurrences,source_kinds,sample_liturgical_places,hour_themes,patristic_homily_slug,chapter_study_slug,audio_slug,site_note
rid_773de5842dcd7f21c1c7,Jn 13:33-14:25,Jn 13:33-14:25,Jn 13:33-14:25,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | First Hour | Psalm+Gospel || Good Friday Eve | First Hour | Gospel,the beginning of the day and watchfulness,,jn-13,jn-13,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_69fddcbfdd24c324d429,Jn 14:1-11,Jn 14:1-11,Jn 14:1-11,34,34,0,copticchurch_date; katameros_cycle,Saturday of the fifth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-14,jn-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_990f45a2305d61a5cf94,Jn 14:1-19,Jn 14:1-19,Jn 14:1-19,1,1,0,special_service,unction_of_the_sick | fifth_prayer | fifth_prayer,,,jn-14,jn-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_55af718920778d746efb,Jn 14:21-25,Jn 14:21-25,Jn 14:21-25,17,17,0,copticchurch_date; katameros_cycle,Sunday of the fifth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-14,jn-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_87fe4b9917580f99ceba,Jn 14:26-15,Jn 14:26-15,Jn 14:26-15,1,1,0,katameros_cycle,The Great Feast Of The Pentecost | matins_gospel | matins_gospel,,,jn-14,jn-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e69055fe05d746b7a23e,Jn 14:26-15:25,Jn 14:26-15:25,Jn 14:26-15:25,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | First Hour | Psalm+Gospel || Good Friday Eve | First Hour | Gospel,the beginning of the day and watchfulness,,jn-14,jn-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_dd8688ce421e806bf530,Jn 14:26-15:4,Jn 14:26-15:4,Jn 14:26-15:4,17,17,0,agpeya; copticchurch_date,Third Hour (Terce) | Third Hour (Terce) | gospel || Pentecost | Matins | Gospel,awakening to praise and repentance,,jn-14,jn-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d5f8ae7c8145be0b562b,Jn 14:26-31,Jn 14:26-31,Jn 14:26-31,17,17,0,copticchurch_date; katameros_cycle,Friday of the sixth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-14,jn-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a07a7d835fb43d67a1d5,Jn 14:8-14,Jn 14:8-14,Jn 14:8-14,17,17,0,copticchurch_date; katameros_cycle,Sunday of the sixth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-14,jn-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9659d68fa31711ab2938,Jn 15:1-8,Jn 15:1-8,Jn 15:1-8,17,17,0,copticchurch_date; katameros_cycle,Monday of the seventh week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-15,jn-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2a5643a98e93ee771727,Jn 15:12-16,Jn 15:12-16,Jn 15:12-16,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the seventh week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-15,jn-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_171c78749412def8afc9,Jn 15:17-25,Jn 15:17-25,Jn 15:17-25,247,247,0,copticchurch_date; katameros_cycle,Abib 14 | Matins | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,jn-15,jn-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ebdff2541ac9a5a9cabe,Jn 15:26-16,Jn 15:26-16,Jn 15:26-16,1,1,0,katameros_cycle,The Great Feast Of The Pentecost | liturgy_gospel | liturgy_gospel,,,jn-15,jn-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_21f072c45ce732cc4da3,Jn 15:26-16:15,Jn 15:26-16:15,Jn 15:26-16:15,16,16,0,copticchurch_date,Pentecost | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-15,jn-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d2ef1aec8036b3eecd7d,Jn 15:26-16:33,Jn 15:26-16:33,Jn 15:26-16:33,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | First Hour | Psalm+Gospel || Good Friday Eve | First Hour | Gospel,the beginning of the day and watchfulness,,jn-15,jn-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bac5e064545b40325db2,Jn 15:4-8,Jn 15:4-8,Jn 15:4-8,17,17,0,copticchurch_date; katameros_cycle,Sunday of the fifth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-15,jn-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5f3b71efce249c4e3902,Jn 15:7-16,Jn 15:7-16,Jn 15:7-16,65,65,0,copticchurch_date; katameros_cycle,Abib 16 | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-15,jn-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e4d90f91c3017b5f7b75,Jn 15:9-15,Jn 15:9-15,Jn 15:9-15,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the seventh week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-15,jn-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ad1d07afea620dc5f158,Jn 16:15-23,Jn 16:15-23,Jn 16:15-23,34,34,0,copticchurch_date; katameros_cycle,Monday of the sixth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-16,jn-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_02267835ab1d5a550304,Jn 16:20-23,Jn 16:20-23,Jn 16:20-23,1,1,0,special_service,funeral | part_3 | part_3,,,jn-16,jn-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ec4517317bd7a90ef923,Jn 16:20-33,Jn 16:20-33,Jn 16:20-33,276,276,0,copticchurch_date; katameros_cycle,Abib 10 | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-16,jn-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_191a9354e4a9df3ef89b,Jn 16:23-33,Jn 16:23-33,Jn 16:23-33,34,34,0,copticchurch_date; katameros_cycle,Sunday of the sixth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-16,jn-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8b76f1590adfedfd0868,Jn 17:1-13,Jn 17:1-13,Jn 17:1-13,17,17,0,copticchurch_date; katameros_cycle,Saturday of the seventh week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-17,jn-17,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bab24240810a4c3ee83b,Jn 17:1-26,Jn 17:1-26,Jn 17:1-26,3,2,1,pascha_day_hour; pascha_source_text; special_service,Great Thursday Eve | First Hour | Psalm+Gospel || Good Friday Eve | First Hour | Gospel || pentecost_prostration | main_readings | main_readings,the beginning of the day and watchfulness,,jn-17,jn-17,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_0d47201196df41908f58,Jn 17:1-8,Jn 17:1-8,Jn 17:1-8,1,1,0,katameros_cycle,liturgy_gospel | liturgy_gospel,,,jn-17,jn-17,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e7f7e8a78704b3790ffa,Jn 17:1-9,Jn 17:1-9,Jn 17:1-9,16,16,0,copticchurch_date,Wednesday of the sixth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-17,jn-17,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_efae89ca8b6f01c4c7a0,Jn 17:14-26,Jn 17:14-26,Jn 17:14-26,17,17,0,copticchurch_date; katameros_cycle,Saturday of the seventh week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-17,jn-17,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_64476e601e8aa1bb0561,Jn 17:18-21,Jn 17:18-21,Jn 17:18-21,17,17,0,copticchurch_date; katameros_cycle,Thursday of the fifth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-17,jn-17,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_61808e4029b722cd0afb,Jn 17:22-26,Jn 17:22-26,Jn 17:22-26,17,17,0,copticchurch_date; katameros_cycle,Friday of the fifth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-17,jn-17,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a2b7251a4e33d427e7d7,"Jn 18:1,18:2","Jn 18:1,18:2","Jn 18:1,18:2",1,1,0,pascha_day_hour,Great Thursday Eve | Third Hour | Psalm+Gospel,the descent of the Holy Spirit and the trial of the heart,,jn-18,jn-18,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_7bbf527f8f5e9506d796,Jn 18:1-2,Jn 18:1-2,Jn 18:1-2,1,0,1,pascha_source_text,Good Friday Eve | Third Hour | Gospel,the descent of the Holy Spirit and the trial of the heart,,jn-18,jn-18,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e6215706f1c6ecf05620,Jn 18:10-14,Jn 18:10-14,Jn 18:10-14,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | Ninth Hour | Psalm+Gospel || Good Friday Eve | Ninth Hour | Gospel,the saving death of Christ and repentance,,jn-18,jn-18,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_36c4d61e50be4ea3e396,Jn 18:15-27,Jn 18:15-27,Jn 18:15-27,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | Eleventh Hour | Psalm+Gospel || Good Friday Eve | Eleventh Hour | Gospel,the late call to repentance and mercy,,jn-18,jn-18,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_0e4e43f572c6fd382090,Jn 18:28-40,Jn 18:28-40,Jn 18:28-40,1,1,0,pascha_day_hour,Good Friday | First Hour | Psalm+Gospel,the beginning of the day and watchfulness,,jn-18,jn-18,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5cdda0225a73ab9902d6,Jn 18:3-9,Jn 18:3-9,Jn 18:3-9,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | Sixth Hour | Psalm+Gospel || Good Friday Eve | Sixth Hour | Gospel,the Cross and the Lord's willing suffering,,jn-18,jn-18,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d29544c970904a8ee5f2,Jn 19:1-12,Jn 19:1-12,Jn 19:1-12,2,2,0,pascha_day_hour,Good Friday | Sixth Hour | Psalm+Gospel || Good Friday | Third Hour | Psalm+Gospel,the Cross and the Lord's willing suffering; the descent of the Holy Spirit and the trial of the heart,,jn-19,jn-19,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2afa3534e5c24e29a17a,Jn 19:13-27,Jn 19:13-27,Jn 19:13-27,1,0,1,pascha_source_text,Good Friday | Sixth Hour | Gospel,the Cross and the Lord's willing suffering,,jn-19,jn-19,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_33b101d296d4091859e9,Jn 19:28-30,Jn 19:28-30,Jn 19:28-30,1,1,0,pascha_day_hour,Good Friday | Ninth Hour | Psalm+Gospel,the saving death of Christ and repentance,,jn-19,jn-19,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5e749b252589833af6cb,Jn 19:31-37,Jn 19:31-37,Jn 19:31-37,1,1,0,pascha_day_hour,Good Friday | Eleventh Hour | Psalm+Gospel,the late call to repentance and mercy,,jn-19,jn-19,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_012e29237f7019faa707,Jn 19:38-42,Jn 19:38-42,Jn 19:38-42,2,2,0,pascha_day_hour; special_service,Good Friday | Twelfth Hour | Psalm+Gospel || myron_consecration | liturgy | liturgy,"burial, waiting, and hope",,jn-19,jn-19,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_15ef774cdeb7e8f9f4b7,Jn 1:1-13,Jn 1:1-13,Jn 1:1-13,14,14,0,copticchurch_date; katameros_cycle,Kiak 30 | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-1,jn-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ab056b3f3f04f22996b0,Jn 1:1-17,Jn 1:1-17,Jn 1:1-17,82,82,0,agpeya; copticchurch_date; katameros_cycle,First Hour (Prime / Morning Prayer) | First Hour (Prime / Morning Prayer) | gospel || Abib 16 | Matins | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,jn-1,jn-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_dacf45caa8db51368840,Jn 1:14-17,Jn 1:14-17,Jn 1:14-17,21,21,0,copticchurch_date; katameros_cycle,Christmas | Matins | Gospel,awakening to praise and repentance,,jn-1,jn-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e2143e4d5a0ab23e8727,Jn 1:18-34,Jn 1:18-34,Jn 1:18-34,17,17,0,copticchurch_date; katameros_cycle,The Feast of Epiphany | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-1,jn-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8446f7673230c029b21f,Jn 1:18-42,Jn 1:18-42,Jn 1:18-42,1,1,0,special_service,myron_consecration | matins | matins,,,jn-1,jn-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_aaf28ad437b310b597f2,Jn 1:35-51,Jn 1:35-51,Jn 1:35-51,17,17,0,copticchurch_date; katameros_cycle,The Second Day of Feast of Epiphany | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-1,jn-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3fdf8667f8239980ee84,Jn 1:43-51,Jn 1:43-51,Jn 1:43-51,31,31,0,copticchurch_date; katameros_cycle; special_service,Baba 14 | Matins | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,jn-1,jn-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3c4aa7f777dd35c3304b,Jn 1:9-14,Jn 1:9-14,Jn 1:9-14,16,16,0,copticchurch_date,Wednesday of the first week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-1,jn-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_84a8756517ae6de8bcee,Jn 1:9-15,Jn 1:9-15,Jn 1:9-15,1,1,0,katameros_cycle,matins_gospel | matins_gospel,,,jn-1,jn-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1eb4d683a7288f14ac38,Jn 20:1-18,Jn 20:1-18,Jn 20:1-18,106,106,0,copticchurch_date; katameros_cycle; special_service,The Feast of Resurrection | Liturgy | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,jn-20,jn-20,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_fb6bced8be0d2c727f6a,Jn 20:19-23,Jn 20:19-23,Jn 20:19-23,34,34,0,copticchurch_date; katameros_cycle,Monday of the first week of the holy fifty days | Vespers | Gospel,awakening to praise and repentance; evening thanksgiving and watchfulness,,jn-20,jn-20,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9259dfa1f82b8a7446e1,Jn 20:19-31,Jn 20:19-31,Jn 20:19-31,17,17,0,copticchurch_date; katameros_cycle,Thomas Sunday | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-20,jn-20,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_824cb2b301393981f029,Jn 20:24-31,Jn 20:24-31,Jn 20:24-31,4,4,0,copticchurch_date; katameros_cycle,Bashons 26 | Liturgy | Gospel || liturgy_gospel | liturgy_gospel,the Eucharistic gathering of the Church,,jn-20,jn-20,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c970f03e5876173b64dc,Jn 21:1-14,Jn 21:1-14,Jn 21:1-14,17,17,0,copticchurch_date; katameros_cycle,Thomas Sunday | Matins | Gospel,awakening to praise and repentance,,jn-21,jn-21,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_597c62224c90cc3de744,Jn 21:15-25,Jn 21:15-25,Jn 21:15-25,66,66,0,copticchurch_date; katameros_cycle,Abib 16 | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-21,jn-21,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_39958ad229757fe28c41,Jn 21:34-38,Jn 21:34-38,Jn 21:34-38,2,2,0,pascha_day_hour,Monday Eve | Sixth Hour | Psalm+Gospel || Tuesday Eve | Sixth Hour | Psalm+Gospel,the Cross and the Lord's willing suffering,,jn-21,jn-21,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2cf8b8c7ff761958523e,Jn 2:1-11,Jn 2:1-11,Jn 2:1-11,35,35,0,copticchurch_date; katameros_cycle,Baba 6 | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-2,jn-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_4fb31b7bd0cfe0b60bf3,Jn 2:12-25,Jn 2:12-25,Jn 2:12-25,33,33,0,copticchurch_date; katameros_cycle,Jonah's Feast | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-2,jn-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_09c47202658ca3a2f9c2,Jn 2:13-17,Jn 2:13-17,Jn 2:13-17,1,1,0,pascha_day_hour,Monday | Sixth Hour | Psalm+Gospel,the Cross and the Lord's willing suffering,,jn-2,jn-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a78c62353ebad422fd72,Jn 2:7-11,Jn 2:7-11,Jn 2:7-11,28,28,0,copticchurch_date,Tout 21 | Liturgy | Catholic Epistle,the Eucharistic gathering of the Church,,jn-2,jn-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a1dcba6882f9055567ed,Jn 3:1-13,Jn 3:1-13,Jn 3:1-13,17,17,0,copticchurch_date; katameros_cycle,Friday of the sixth week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-3,jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_0573a5b25c908dc753df,Jn 3:1-21,Jn 3:1-21,Jn 3:1-21,35,35,0,copticchurch_date; katameros_cycle; special_service,Baba 14 | Liturgy | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,jn-3,jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_84c2fe51c67bcb04bbce,Jn 3:14-21,Jn 3:14-21,Jn 3:14-21,34,34,0,copticchurch_date; katameros_cycle,Friday of the sixth week of Great Lent | Matins | Gospel,awakening to praise and repentance,,jn-3,jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_08812c5037478ed4eacc,Jn 3:17-21,Jn 3:17-21,Jn 3:17-21,28,28,0,copticchurch_date; katameros_cycle,The fifth Sunday of Baba | Matins | Gospel || The fifth Sunday of Kiak | Matins | Gospel || The fifth Sunday of Toba | Matins | Gospel || The fifth Sunday of Tout | Matins | Gospel || The second Sunday of Amshir | Matins | Gospel,awakening to praise and repentance,,jn-3,jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_cc6e1eb86deec417a437,Jn 3:22-29,Jn 3:22-29,Jn 3:22-29,21,21,0,copticchurch_date; katameros_cycle,Epiphany Paramoune | Matins | Gospel,awakening to praise and repentance,,jn-3,jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_64b1f647bc45c061e54a,Jn 3:22-36,Jn 3:22-36,Jn 3:22-36,18,18,0,copticchurch_date; katameros_cycle; special_service,The third Sunday of Toba | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-3,jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_042c783352139d005521,Jn 3:25-30,Jn 3:25-30,Jn 3:25-30,17,17,0,copticchurch_date; katameros_cycle,Monday of the fifth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-3,jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6667c08491de7cb2702c,Jn 3:25-36,Jn 3:25-36,Jn 3:25-36,9,9,0,copticchurch_date; katameros_cycle,Paona 2 | Matins | Gospel || matins_gospel | matins_gospel,awakening to praise and repentance,,jn-3,jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_da4630814304ea627fb5,Jn 3:31-36,Jn 3:31-36,Jn 3:31-36,34,34,0,copticchurch_date; katameros_cycle,Monday of the second week of the holy fifty days | Liturgy | Gospel,evening thanksgiving and watchfulness; the Eucharistic gathering of the Church,,jn-3,jn-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6a2dc243550aa22d93f9,Jn 4:1-2,Jn 4:1-2,Jn 4:1-2,1,1,0,special_service,myron_consecration | matins | matins,,,jn-4,jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5f2bb81ffde91e42959e,Jn 4:1-24,Jn 4:1-24,Jn 4:1-24,1,1,0,special_service,pentecost_prostration | main_readings | main_readings,,,jn-4,jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6dc03d67e811298b0c5d,Jn 4:1-42,Jn 4:1-42,Jn 4:1-42,31,31,0,copticchurch_date; katameros_cycle,Sunday of the fourth week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-4,jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_52f89b3fbe6ee628d848,Jn 4:15-21,Jn 4:15-21,Jn 4:15-21,1,1,0,katameros_cycle,Third Sunday of Bashans | liturgy_catholic | liturgy_catholic,,,jn-4,jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e1353a99466dc0cf99e7,Jn 4:15-24,Jn 4:15-24,Jn 4:15-24,249,249,0,copticchurch_date; katameros_cycle,Abib 1 | Matins | Gospel,awakening to praise and repentance,,jn-4,jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_221e16dcd1b55c895bcb,Jn 4:19-24,Jn 4:19-24,Jn 4:19-24,17,17,0,copticchurch_date; katameros_cycle,"Sunday, Tout 18 (Feast of the Cross) | Vespers | Gospel || Tout 18 (Feast of the Cross) | Vespers | Gospel",evening thanksgiving and watchfulness,,jn-4,jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_4dddf743ccc6d13577bb,Jn 4:43-54,Jn 4:43-54,Jn 4:43-54,30,30,0,copticchurch_date; katameros_cycle,Baba 6 | Matins | Gospel,awakening to praise and repentance,,jn-4,jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f1a43e5c136b5b22efc2,Jn 4:46-53,Jn 4:46-53,Jn 4:46-53,28,28,0,copticchurch_date; katameros_cycle,The fifth Sunday of Baba | Vespers | Gospel || The fifth Sunday of Kiak | Vespers | Gospel || The fifth Sunday of Toba | Vespers | Gospel || The fifth Sunday of Tout | Vespers | Gospel || The second Sunday of Amshir | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-4,jn-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_0f95afa4d835909b9cf1,Jn 5:1-17,Jn 5:1-17,Jn 5:1-17,1,1,0,special_service,unction_of_the_sick | first_prayer | first_prayer,,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_dac405d1cd8f883f703a,Jn 5:1-18,Jn 5:1-18,Jn 5:1-18,32,32,0,copticchurch_date; katameros_cycle,Sunday of the fifth week of Great Lent | Liturgy | Gospel,evening thanksgiving and watchfulness; the Eucharistic gathering of the Church,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d728f6ff133e6fbe1393,Jn 5:19-29,Jn 5:19-29,Jn 5:19-29,2,2,0,special_service,funeral | part_1 | part_1 || general_funeral | main_readings | main_readings,,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_de26b8575994a6fd759d,Jn 5:21-30,Jn 5:21-30,Jn 5:21-30,1,1,0,bright_saturday_service_order,Bright Saturday | 9th Hour | Psalm + Gospel,,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_198ac0ac9329ba39ceeb,Jn 5:22-24,Jn 5:22-24,Jn 5:22-24,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the second week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e9411708706b1f0f233b,Jn 5:31-37,Jn 5:31-37,Jn 5:31-37,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the second week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bb5d0d9b8a3042c21cfd,Jn 5:31-46,Jn 5:31-46,Jn 5:31-46,17,17,0,copticchurch_date; katameros_cycle,The fourth Sunday of Toba | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9c235eb09a702a4ba812,Jn 5:31-47,Jn 5:31-47,Jn 5:31-47,16,16,0,copticchurch_date; katameros_cycle,Monday of the seventh week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1f222b06d70c05ebc7a4,Jn 5:37-47,Jn 5:37-47,Jn 5:37-47,17,17,0,copticchurch_date; katameros_cycle,Saturday of the second week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c53fb31213b5ac038fb7,Jn 5:39-47,Jn 5:39-47,Jn 5:39-47,24,24,0,copticchurch_date; katameros_cycle,The third Sunday of Amshir | Vespers | Gospel || Thursday of the second week of the holy fifty days | Liturgy | Gospel,evening thanksgiving and watchfulness; the Eucharistic gathering of the Church,,jn-5,jn-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_73c5ecceaab9ad265b29,Jn 6:1-14,Jn 6:1-14,Jn 6:1-14,17,17,0,copticchurch_date; katameros_cycle,Saturday of the second week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
