commem_id,coptic_day_key,commemoration_title,commemoration_type,reading_identity_key,display_ref,slot,basis,confidence,citation,note
hatur-27-01,Hatur 27,The Martyrdom of St. James the Mangled (Sawn),martyr,rid_67c328d6558e62a60206,Ps 46:1 (LXX Ps 45:1),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-27-01,Hatur 27,The Martyrdom of St. James the Mangled (Sawn),martyr,rid_43d23fe24c6b63891174,Ps 46:7 (LXX Ps 45:7),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-27-01,Hatur 27,The Martyrdom of St. James the Mangled (Sawn),martyr,rid_a8585c15f59659cd309d,Ps 78:5 (LXX Ps 77:5),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_9265b95c454d37e66c9f,3Jn 1:1-14,liturgy_catholic,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_afeaa6e4bc0cc8f1d038,Acts 15:36-41,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_e0fbf80747507e81a74b,Acts 16:1-5,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_6ccefd1363f399b4c944,Heb 7:18-28,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_377779f8ff1ee868fbe6,Heb 8:1-13,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_ec4517317bd7a90ef923,Jn 16:20-33,liturgy_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_3b514969a9bfa599308e,Lk 6:17-23,matins_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_ea79bdd54bf7cef2a9eb,Matt 10:34-42,vespers_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_0719aba1fd722ef13383,Ps 132:10 (LXX Ps 131:10),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_e2d77d40134145b5f4c6,Ps 132:17 (LXX Ps 131:17),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_48e4d010b6ec36c5473d,Ps 132:18 (LXX Ps 131:18),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_ebdf693905a6caa039cc,Ps 132:9 (LXX Ps 131:9),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_3d25e7b88d1bb4c5edb5,Ps 89:19-21 (LXX Ps 88:19-21),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-28-01,Hatur 28,"The Martyrdom of St. Sarapamon, Bishop of Niku",martyr,rid_4986666882db218c628d,Ps 99:6-7 (LXX Ps 98:6-7),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_be832a860aaa1ccbd7b0,1Pet 1:1-9,liturgy_catholic,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_57e905b23e1bd926dd20,Acts 12:1-24,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_061a5da1ef8a9cd07088,Heb 4:14-16,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_e7ea1bbca9d7c1374493,Heb 5:1-14,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_b53357ba2439b88e5faa,Lk 9:18-27,vespers_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_3723016a737ab53da217,Mark 8:22-29,matins_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_23356303ca5162d8c13b,Matt 16:13-19,liturgy_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_80c37d1e4cce555da1da,Ps 107:32 (LXX Ps 106:32),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_0bb4f75581fd3145f69e,Ps 107:41 (LXX Ps 106:41),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_d84c6cd9b7c3956c4458,Ps 107:42 (LXX Ps 106:42),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_e8084b721f0b88243a15,Ps 110:5 (LXX Ps 109:5),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_1d3014c274ffe6250b40,Ps 89:29 (LXX Ps 88:29),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-29-01,Hatur 29,"The Martyrdom of St. Peter, the Seal of the Martyrs, 17th Pope of Alexandria",martyr,rid_b31ead265b21e6d338d8,Ps 89:36 (LXX Ps 88:36),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_2c689744523478f2749d,1Pet 2:18-25,liturgy_catholic,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_5d4036fe50c9b3b18f71,1Pet 3:1-7,liturgy_catholic,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_d48e87fae9231ecbf09e,2Cor 4:5-18,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_bbf8de01e04d3ce0d57a,2Cor 5:1-11,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_ce9d159baf7c0aa56ce2,Acts 20:17-38,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_b642f36f2fb50973c40e,Jn 10:1-16,liturgy_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_171c78749412def8afc9,Jn 15:17-25,matins_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_23356303ca5162d8c13b,Matt 16:13-19,vespers_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_80c37d1e4cce555da1da,Ps 107:32 (LXX Ps 106:32),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_0bb4f75581fd3145f69e,Ps 107:41 (LXX Ps 106:41),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_d84c6cd9b7c3956c4458,Ps 107:42 (LXX Ps 106:42),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_7a86e72c0ef4688be58e,Ps 73:23 (LXX Ps 72:23),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_59a4739e08bb44f1596a,Ps 73:24 (LXX Ps 72:24),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_cf0b25f3e901a3016d43,Ps 73:28 (LXX Ps 72:28),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
hatur-30-01,Hatur 30,"The Departure of St. Acacius, Patriarch of Constantinople",patriarch,rid_87e05d7e20cff84baf7b,Ps 9:14,matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-01-01,Kiyahk 1,"The Departure of St. Peter Elrahawy, Bishop of Gaza",hierarch,rid_ab40413197c12b8acaa4,1Pet 5:1-14,liturgy_catholic,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-01-01,Kiyahk 1,"The Departure of St. Peter Elrahawy, Bishop of Gaza",hierarch,rid_6c2449103a57f2d93626,2Tim 3:10-17,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-01-01,Kiyahk 1,"The Departure of St. Peter Elrahawy, Bishop of Gaza",hierarch,rid_915f84e5b3e078a5a962,2Tim 4:1-22,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-01-01,Kiyahk 1,"The Departure of St. Peter Elrahawy, Bishop of Gaza",hierarch,rid_4bb6cc6dcdb3180a9737,Acts 1:1-14,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-01-01,Kiyahk 1,"The Departure of St. Peter Elrahawy, Bishop of Gaza",hierarch,rid_ce9d159baf7c0aa56ce2,Acts 20:17-38,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-01-01,Kiyahk 1,"The Departure of St. Peter Elrahawy, Bishop of Gaza",hierarch,rid_2c22a9d009de1253cc29,James 1:1-18,liturgy_catholic,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-01-01,Kiyahk 1,"The Departure of St. Peter Elrahawy, Bishop of Gaza",hierarch,rid_b642f36f2fb50973c40e,Jn 10:1-16,liturgy_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-01-01,Kiyahk 1,"The Departure of St. Peter Elrahawy, Bishop of Gaza",hierarch,rid_3ce0baee5d7a9bf86c38,Lk 1:1-25,liturgy_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row.,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source rows and variants; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
