service_family,service_variant,section,reading_type,raw_ref,canonical_ref,matched_ref,source_title,source_url,source_page,notes,source_kind
palm_sunday,liturgy,fourth_gospel,psalm,Psalm 65:1-2,Ps 65:1-2,Ps 65:1-2,"Rites and Readings of Palm Sunday, Procession and General Funeral",https://saintbishoy.ca/wp-content/uploads/Rites_Palm_Sunday_And_General_Funeral_Readings_Procession.pdf,https://saintbishoy.ca/service-books/,"Psalm before the fourth Gospel for Palm Sunday; printed as Psalm (64) 65:1,2.",special_service
palm_sunday,liturgy,fourth_gospel,gospel,John 12:12-19,Jn 12:12-19,Jn 12:12-19,"Rites and Readings of Palm Sunday, Procession and General Funeral",https://saintbishoy.ca/wp-content/uploads/Rites_Palm_Sunday_And_General_Funeral_Readings_Procession.pdf,https://saintbishoy.ca/service-books/,Fourth Gospel for Palm Sunday Divine Liturgy.,special_service
general_funeral,palm_sunday_general_funeral,prophecy,old_testament,Ezekiel 37:1-14,Ezek 37:1-14,Ezek 37:1-14,"Rites and Readings of Palm Sunday, Procession and General Funeral",https://saintbishoy.ca/wp-content/uploads/Rites_Palm_Sunday_And_General_Funeral_Readings_Procession.pdf,https://saintbishoy.ca/service-books/,General Funeral prayed after Palm Sunday liturgy before Holy Pascha; prophecy reading in the Palm Sunday book.,special_service
general_funeral,palm_sunday_general_funeral,main_readings,pauline,1 Corinthians 15:1-27,1Cor 15:1-27,1Cor 15:1-27,"Rites and Readings of Palm Sunday, Procession and General Funeral",https://saintbishoy.ca/wp-content/uploads/Rites_Palm_Sunday_And_General_Funeral_Readings_Procession.pdf,https://saintbishoy.ca/service-books/,Palm Sunday General Funeral Pauline from the Palm Sunday book; extends beyond the separate men_main funeral book reading.,special_service
general_funeral,palm_sunday_general_funeral,main_readings,psalm,Psalm 65:4-5,Ps 65:4-5,Ps 65:4-5,"Rites and Readings of Palm Sunday, Procession and General Funeral",https://saintbishoy.ca/wp-content/uploads/Rites_Palm_Sunday_And_General_Funeral_Readings_Procession.pdf,https://saintbishoy.ca/service-books/,Printed as Psalm (64) 65:4-5 in the Palm Sunday General Funeral section.,special_service
general_funeral,palm_sunday_general_funeral,main_readings,gospel,John 5:19-29,Jn 5:19-29,Jn 5:19-29,"Rites and Readings of Palm Sunday, Procession and General Funeral",https://saintbishoy.ca/wp-content/uploads/Rites_Palm_Sunday_And_General_Funeral_Readings_Procession.pdf,https://saintbishoy.ca/service-books/,Palm Sunday General Funeral Gospel from the Palm Sunday book.,special_service
funeral,men_passion_week,at_burial_site_override,old_testament,Genesis 50:4-25,Gen 50:4-25,Gen 50:4-25,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,"Passion Week burial-site override. The rite explicitly says the Trisagion, Gospel litany, Psalm, and Gospel are then read as before.",special_service
funeral,women_main,part_2,pauline,1 Corinthians 15:39-49,1Cor 15:39-49,1Cor 15:39-49,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Main funeral service for women.,special_service
funeral,women_main,part_2,psalm,Psalm 116:7-8,Ps 116:7-8,Ps 116:7-8,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Printed as Psalm (114) 116:7-8.,special_service
funeral,women_main,part_2,gospel,Matthew 26:6-13,Matt 26:6-13,Matt 26:6-13,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Main funeral service for women.,special_service
funeral,women_passion_week,at_burial_site_override,old_testament,Genesis 23:1-20,Gen 23:1-20,Gen 23:1-20,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Passion Week burial-site override for women; followed by Genesis 24:1-67 and then the Psalm/Gospel as before.,special_service
funeral,women_passion_week,at_burial_site_override,old_testament,Genesis 24:1-67,Gen 24:1-67,Gen 24:1-67,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Second Passion Week burial-site reading for women.,special_service
funeral,women_delivery_main,part_3,old_testament,Isaiah 26:9-20,Isa 26:9-20,Isa 26:9-20,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Funeral for women who depart during delivery.,special_service
funeral,women_delivery_main,part_3,pauline,Romans 5:1-15,Rom 5:1-15,Rom 5:1-15,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Funeral for women who depart during delivery.,special_service
funeral,women_delivery_main,part_3,psalm,Psalm 78:38-39,Ps 78:38-39,Ps 78:38-39,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Printed as Psalm (77) 78:38-39.,special_service
funeral,women_delivery_main,part_3,gospel,John 16:20-23,Jn 16:20-23,Jn 16:20-23,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Funeral for women who depart during delivery.,special_service
funeral,women_delivery_passion_week,at_burial_site_override,old_testament,Genesis 23:1-20,Gen 23:1-20,Gen 23:1-20,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Passion Week burial-site override for women who depart during delivery; followed by Genesis 24:1-67 and then the Psalm/Gospel as before.,special_service
funeral,women_delivery_passion_week,at_burial_site_override,old_testament,Genesis 24:1-67,Gen 24:1-67,Gen 24:1-67,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Second Passion Week burial-site reading for women who depart during delivery.,special_service
funeral,male_children_main,part_4,pauline,1 Thessalonians 4:13-18,1Thess 4:13-18,1Thess 4:13-18,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Funeral service for male children.,special_service
funeral,male_children_main,part_4,psalm,Psalm 27:10; Psalm 116:6,Ps 27:10; Psalm 116:6,Ps 27:10,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Printed as Psalms (26) 27:10 and (114) 116:6.,special_service
funeral,male_children_main,part_4,psalm,Psalm 27:10; Psalm 116:6,Ps 27:10; Psalm 116:6,Ps 116:6,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Printed as Psalms (26) 27:10 and (114) 116:6.,special_service
funeral,male_children_main,part_4,gospel,Luke 7:11-16,Lk 7:11-16,Lk 7:11-16,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Funeral service for male children.,special_service
funeral,male_children_at_burial_site,at_burial_site,old_testament,1 Kings 17:17-24,1Kgs 17:17-24,1Kgs 17:17-24,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,At the burial site for male children.,special_service
funeral,female_children_main,part_5,pauline,1 Corinthians 15:50-58,1Cor 15:50-58,1Cor 15:50-58,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Funeral service for female children.,special_service
funeral,female_children_main,part_5,psalm,Psalm 39:12-13,Ps 39:12-13,Ps 39:12-13,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Printed as Psalm (38) 39:12-13.,special_service
funeral,female_children_main,part_5,gospel,Matthew 9:18-26,Matt 9:18-26,Matt 9:18-26,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Funeral service for female children.,special_service
funeral,female_children_passion_week,at_burial_site_override,old_testament,Judges 11:30-40,Judg 11:30-40,Judg 11:30-40,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Passion Week burial-site override for female children.,special_service
funeral,third_day_and_memorials,part_6,pauline,Romans 5:6-15,Rom 5:6-15,Rom 5:6-15,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Third-day and other memorial prayers.,special_service
funeral,third_day_and_memorials,part_6,psalm,Psalm 38:21-22,Ps 38:21-22,Ps 38:21-22,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Printed as Psalm (37) 38:21-22.,special_service
funeral,third_day_and_memorials,part_6,gospel,John 11:38-45,Jn 11:38-45,Jn 11:38-45,The Funeral Prayers,https://saintbishoy.ca/wp-content/uploads/Readings_Funeral_Updated.pdf,https://saintbishoy.ca/service-books/,Third-day and other memorial prayers.,special_service
pentecost_prostration,first_prostration,main_readings,old_testament,Deuteronomy 5:23-33; Deuteronomy 6:1-3,Deut 5:23-33; Deuteronomy 6:1-3,Deut 5:23-33,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,First Pentecost prostration prophecy; summary page identifies the exact section.,special_service
pentecost_prostration,first_prostration,main_readings,old_testament,Deuteronomy 5:23-33; Deuteronomy 6:1-3,Deut 5:23-33; Deuteronomy 6:1-3,Deut 6:1-3,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,First Pentecost prostration prophecy; summary page identifies the exact section.,special_service
pentecost_prostration,first_prostration,main_readings,pauline,1 Corinthians 12:28-31; 1 Corinthians 13:1-12,1Cor 12:28-31; 1 Corinthians 13:1-12,1Cor 12:28-31,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,First Pentecost prostration Pauline from the rite summary.,special_service
pentecost_prostration,first_prostration,main_readings,pauline,1 Corinthians 12:28-31; 1 Corinthians 13:1-12,1Cor 12:28-31; 1 Corinthians 13:1-12,1Cor 13:1-12,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,First Pentecost prostration Pauline from the rite summary.,special_service
pentecost_prostration,first_prostration,main_readings,psalm,Psalm 97:7-8; Psalm 97:1,Ps 97:7-8; Psalm 97:1,Ps 97:7-8,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,"Printed as Psalm 97:7,8,1 in the rite book.",special_service
pentecost_prostration,first_prostration,main_readings,psalm,Psalm 97:7-8; Psalm 97:1,Ps 97:7-8; Psalm 97:1,Ps 97:1,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,"Printed as Psalm 97:7,8,1 in the rite book.",special_service
pentecost_prostration,first_prostration,main_readings,gospel,John 17:1-26,Jn 17:1-26,Jn 17:1-26,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,First Pentecost prostration Gospel.,special_service
pentecost_prostration,second_prostration,main_readings,old_testament,Deuteronomy 6:17-25,Deut 6:17-25,Deut 6:17-25,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,Second Pentecost prostration prophecy from the rite summary.,special_service
pentecost_prostration,second_prostration,main_readings,pauline,1 Corinthians 13:13-14:17,1Cor 13:13-14:17,1Cor 13:13-14:17,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,Second Pentecost prostration Pauline; exact line confirmed in the rite book.,special_service
pentecost_prostration,second_prostration,main_readings,psalm,Psalm 115:12-13,Ps 115:12-13,Ps 115:12-13,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,Second Pentecost prostration Psalm.,special_service
pentecost_prostration,second_prostration,main_readings,gospel,Luke 24:36-53,Lk 24:36-53,Lk 24:36-53,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,Second Pentecost prostration Gospel.,special_service
pentecost_prostration,third_prostration,main_readings,old_testament,Deuteronomy 16:1-18,Deut 16:1-18,Deut 16:1-18,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,Third Pentecost prostration prophecy; exact section confirmed in the rite book.,special_service
pentecost_prostration,third_prostration,main_readings,pauline,1 Corinthians 14:18-40,1Cor 14:18-40,1Cor 14:18-40,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,Third Pentecost prostration Pauline from the rite summary.,special_service
pentecost_prostration,third_prostration,main_readings,psalm,Psalm 66:4; Psalm 72:11,Ps 66:4; Psalm 72:11,Ps 66:4,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,Third Pentecost prostration Psalm; exact line confirmed in the rite book.,special_service
pentecost_prostration,third_prostration,main_readings,psalm,Psalm 66:4; Psalm 72:11,Ps 66:4; Psalm 72:11,Ps 72:11,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,Third Pentecost prostration Psalm; exact line confirmed in the rite book.,special_service
pentecost_prostration,third_prostration,main_readings,gospel,John 4:1-24,Jn 4:1-24,Jn 4:1-24,Rites of the Prayers of Prostration,https://saintbishoy.ca/wp-content/uploads/Rites_Prostrations.pdf,https://saintbishoy.ca/service-books/,Third Pentecost prostration Gospel; exact line confirmed in the rite book.,special_service
cornerstone_prayer,main,foundation_cornerstone,old_testament,Genesis 28:10-31,Gen 28:10-31,Gen 28:10-31,Rites of Consecrations,https://copticbook.wordpress.com/wp-content/uploads/2023/06/consecrations-ar-en-cop.pdf,https://saintbishoy.ca/service-books/,Foundation cornerstone prophecy for a new church.,special_service
cornerstone_prayer,main,foundation_cornerstone,pauline,Hebrews 9:1-10,Heb 9:1-10,Heb 9:1-10,Rites of Consecrations,https://copticbook.wordpress.com/wp-content/uploads/2023/06/consecrations-ar-en-cop.pdf,https://saintbishoy.ca/service-books/,Foundation cornerstone Pauline.,special_service
cornerstone_prayer,main,foundation_cornerstone,psalm,Psalm 127:1; Psalm 122:1-2,Ps 127:1; Psalm 122:1-2,Ps 127:1,Rites of Consecrations,https://copticbook.wordpress.com/wp-content/uploads/2023/06/consecrations-ar-en-cop.pdf,https://saintbishoy.ca/service-books/,Foundation cornerstone Psalm set printed before the Gospel reading.,special_service
cornerstone_prayer,main,foundation_cornerstone,psalm,Psalm 127:1; Psalm 122:1-2,Ps 127:1; Psalm 122:1-2,Ps 122:1-2,Rites of Consecrations,https://copticbook.wordpress.com/wp-content/uploads/2023/06/consecrations-ar-en-cop.pdf,https://saintbishoy.ca/service-books/,Foundation cornerstone Psalm set printed before the Gospel reading.,special_service
cornerstone_prayer,main,foundation_cornerstone,gospel,Luke 9:28-35,Lk 9:28-35,Lk 9:28-35,Rites of Consecrations,https://copticbook.wordpress.com/wp-content/uploads/2023/06/consecrations-ar-en-cop.pdf,https://saintbishoy.ca/service-books/,Foundation cornerstone Gospel.,special_service
myron_consecration,consecration_day,vespers,psalm,Psalm 23:5-6,Ps 23:5-6,Ps 23:5-6,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Printed as Psalm 22:5-6 in source numbering; quote matches Psalm 23:5-6 in modern numbering.,special_service
myron_consecration,consecration_day,vespers,gospel,Luke 23:50-56; Luke 24:1-12,Lk 23:50-56; Luke 24:1-12,Lk 23:50-56,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Vespers Gospel on the Day of Consecration.,special_service
myron_consecration,consecration_day,vespers,gospel,Luke 23:50-56; Luke 24:1-12,Lk 23:50-56; Luke 24:1-12,Lk 24:1-12,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Vespers Gospel on the Day of Consecration.,special_service
myron_consecration,consecration_day,matins,psalm,Psalm 51:12-13,Ps 51:12-13,Ps 51:12-13,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Printed as Psalm 50:12-13 in source numbering; quote matches Psalm 51:12-13 in modern numbering.,special_service
myron_consecration,consecration_day,matins,gospel,Mark 16,Mark 16,Mark 16,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Matins Gospel printed as Mark chapter 16 whole.,special_service
myron_consecration,consecration_day,liturgy,pauline,Hebrews 9:11-28; Hebrews 10:1-24,Heb 9:11-28; Hebrews 10:1-24,Heb 9:11-28,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Pauline for the Day of Consecration.,special_service
myron_consecration,consecration_day,liturgy,pauline,Hebrews 9:11-28; Hebrews 10:1-24,Heb 9:11-28; Hebrews 10:1-24,Heb 10:1-24,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Pauline for the Day of Consecration.,special_service
myron_consecration,consecration_day,liturgy,catholic,1 John 4:7-21; 1 John 5:1-21,1Jn 4:7-21; 1 John 5:1-21,1Jn 4:7-21,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Catholic Epistle for the Day of Consecration; visual extraction indicates 1 John 5:1-21 despite OCR noise.,special_service
myron_consecration,consecration_day,liturgy,catholic,1 John 4:7-21; 1 John 5:1-21,1Jn 4:7-21; 1 John 5:1-21,1Jn 5:1-21,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Catholic Epistle for the Day of Consecration; visual extraction indicates 1 John 5:1-21 despite OCR noise.,special_service
myron_consecration,consecration_day,liturgy,acts,Acts 13:13-49,Acts 13:13-49,Acts 13:13-49,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Acts / Praxis for the Day of Consecration.,special_service
myron_consecration,consecration_day,liturgy,psalm,Psalm 45:7-8,Ps 45:7-8,Ps 45:7-8,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Printed as Psalm 44:10-11 in source numbering; quote matches Psalm 45:7-8 in modern numbering.,special_service
myron_consecration,consecration_day,liturgy,psalm,Psalm 89:20-21,Ps 89:20-21,Ps 89:20-21,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Printed as Psalm 88:14-15 in source numbering; quote matches Psalm 89:20-21 in modern numbering.,special_service
myron_consecration,consecration_day,liturgy,gospel,John 19:38-42; John 20:1-18,Jn 19:38-42; John 20:1-18,Jn 19:38-42,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Liturgy Gospel for the Day of Consecration.,special_service
myron_consecration,consecration_day,liturgy,gospel,John 19:38-42; John 20:1-18,Jn 19:38-42; John 20:1-18,Jn 20:1-18,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 34-37,Liturgy Gospel for the Day of Consecration.,special_service
myron_consecration,first_week_day_1,matins,psalm,Psalm 51:7-8,Ps 51:7-8,Ps 51:7-8,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,Printed as Psalm 50:7-8 in source numbering; quote matches Psalm 51:7-8.,special_service
myron_consecration,first_week_day_1,matins,gospel,John 1:18-42,Jn 1:18-42,Jn 1:18-42,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,Morning Gospel for first week day 1.,special_service
myron_consecration,first_week_day_1,liturgy,pauline,Hebrews 7:26-28; Hebrews 8; Hebrews 9:1-10,Heb 7:26-28; Hebrews 8; Hebrews 9:1-10,Heb 7:26-28,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 1 Pauline.,special_service
myron_consecration,first_week_day_1,liturgy,pauline,Hebrews 7:26-28; Hebrews 8; Hebrews 9:1-10,Heb 7:26-28; Hebrews 8; Hebrews 9:1-10,Heb 8,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 1 Pauline.,special_service
myron_consecration,first_week_day_1,liturgy,pauline,Hebrews 7:26-28; Hebrews 8; Hebrews 9:1-10,Heb 7:26-28; Hebrews 8; Hebrews 9:1-10,Heb 9:1-10,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 1 Pauline.,special_service
myron_consecration,first_week_day_1,liturgy,catholic,1 Peter 3:8-22; 1 Peter 4:1-11,1Pet 3:8-22; 1 Peter 4:1-11,1Pet 3:8-22,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 1 Catholic Epistle.,special_service
myron_consecration,first_week_day_1,liturgy,catholic,1 Peter 3:8-22; 1 Peter 4:1-11,1Pet 3:8-22; 1 Peter 4:1-11,1Pet 4:1-11,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 1 Catholic Epistle.,special_service
myron_consecration,first_week_day_1,liturgy,acts,Acts 18:24-28; Acts 19:1-20,Acts 18:24-28; Acts 19:1-20,Acts 18:24-28,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 1 Acts / Praxis.,special_service
myron_consecration,first_week_day_1,liturgy,acts,Acts 18:24-28; Acts 19:1-20,Acts 18:24-28; Acts 19:1-20,Acts 19:1-20,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 1 Acts / Praxis.,special_service
myron_consecration,first_week_day_1,liturgy,psalm,Psalm 132:1,Ps 132:1,Ps 132:1,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 1 liturgy psalm; source numbering preserved as printed.,special_service
myron_consecration,first_week_day_1,liturgy,gospel,Matthew 26:6-13,Matt 26:6-13,Matt 26:6-13,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 1 liturgy Gospel.,special_service
myron_consecration,first_week_day_2,matins,psalm,Psalm 28:3-4,Ps 28:3-4,Ps 28:3-4,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 morning psalm; source numbering preserved as printed.,special_service
myron_consecration,first_week_day_2,matins,gospel,John 3:22-36; John 4:1-2,Jn 3:22-36; John 4:1-2,Jn 3:22-36,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 morning Gospel.,special_service
myron_consecration,first_week_day_2,matins,gospel,John 3:22-36; John 4:1-2,Jn 3:22-36; John 4:1-2,Jn 4:1-2,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 morning Gospel.,special_service
myron_consecration,first_week_day_2,liturgy,pauline,Hebrews 1:1-14; Hebrews 2:1-4,Heb 1:1-14; Hebrews 2:1-4,Heb 1:1-14,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 Pauline.,special_service
myron_consecration,first_week_day_2,liturgy,pauline,Hebrews 1:1-14; Hebrews 2:1-4,Heb 1:1-14; Hebrews 2:1-4,Heb 2:1-4,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 Pauline.,special_service
myron_consecration,first_week_day_2,liturgy,catholic,1 Peter 1:10-25; 1 Peter 2:1-10,1Pet 1:10-25; 1 Peter 2:1-10,1Pet 1:10-25,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 Catholic Epistle.,special_service
myron_consecration,first_week_day_2,liturgy,catholic,1 Peter 1:10-25; 1 Peter 2:1-10,1Pet 1:10-25; 1 Peter 2:1-10,1Pet 2:1-10,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 Catholic Epistle.,special_service
myron_consecration,first_week_day_2,liturgy,acts,Acts 2:22-47; Acts 3:1-10,Acts 2:22-47; Acts 3:1-10,Acts 2:22-47,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 Acts / Praxis.,special_service
myron_consecration,first_week_day_2,liturgy,acts,Acts 2:22-47; Acts 3:1-10,Acts 2:22-47; Acts 3:1-10,Acts 3:1-10,Meron and Galileon Rite (Arabic),https://copticbook.wordpress.com/wp-content/uploads/2023/06/meron-and-galileon-ar.pdf,OCR + visual extraction from pages 35-37,First week day 2 Acts / Praxis.,special_service
