commem_id,coptic_day_key,commemoration_title,commemoration_type,reading_identity_key,display_ref,slot,basis,confidence,citation,note
kiyahk-09-01,Kiyahk 9,"The Departure of St. Poemin, the Confessor",departure,rid_32bc5e1d68b32f0bee91,Ps 32:11 (LXX Ps 31:11),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1260 | source_ref=Ps 32:11,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-09-01,Kiyahk 9,"The Departure of St. Poemin, the Confessor",departure,rid_51c768882a9b44a7df4b,Ps 32:6 (LXX Ps 31:6),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1262 | source_ref=Ps 32:6,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-09-01,Kiyahk 9,"The Departure of St. Poemin, the Confessor",departure,rid_8362fc480566bba18f8a,Ps 33:1 (LXX Ps 32:1),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1264 | source_ref=Ps 33:1,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-09-01,Kiyahk 9,"The Departure of St. Poemin, the Confessor",departure,rid_8362fc480566bba18f8a,Ps 33:1 (LXX Ps 32:1),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1261 | source_ref=Ps 33:1,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-09-01,Kiyahk 9,"The Departure of St. Poemin, the Confessor",departure,rid_78a462333d03b96e5072,Ps 33:12 (LXX Ps 32:12),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1265 | source_ref=Ps 33:12,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-09-01,Kiyahk 9,"The Departure of St. Poemin, the Confessor",departure,rid_3c167f0839c0c1e70a74,Ps 34:19 (LXX Ps 33:19),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1271 | source_ref=Ps 34:19,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-09-01,Kiyahk 9,"The Departure of St. Poemin, the Confessor",departure,rid_d40f34c12ca646bcd302,Ps 68:3 (LXX Ps 67:3),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1272 | source_ref=Ps 68:3,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_9265b95c454d37e66c9f,3Jn 1:1-14,liturgy_catholic,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1283 | source_ref=3Jn 1:1-14,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_afeaa6e4bc0cc8f1d038,Acts 15:36-41,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1284 | source_ref=Acts 15:36-41,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_e0fbf80747507e81a74b,Acts 16:1-5,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1285 | source_ref=Acts 16:1-5,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_6ccefd1363f399b4c944,Heb 7:18-28,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1281 | source_ref=Heb 7:18-28,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_377779f8ff1ee868fbe6,Heb 8:1-13,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1282 | source_ref=Heb 8:1-13,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_ec4517317bd7a90ef923,Jn 16:20-33,liturgy_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1287 | source_ref=Jn 16:20-33,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_3b514969a9bfa599308e,Lk 6:17-23,matins_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1280 | source_ref=Lk 6:17-23,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_ea79bdd54bf7cef2a9eb,Matt 10:34-42,vespers_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1275 | source_ref=Matt 10:34-42,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_0719aba1fd722ef13383,Ps 132:10 (LXX Ps 131:10),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1277 | source_ref=Ps 132:10,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_e2d77d40134145b5f4c6,Ps 132:17 (LXX Ps 131:17),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1278 | source_ref=Ps 132:17,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_48e4d010b6ec36c5473d,Ps 132:18 (LXX Ps 131:18),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1279 | source_ref=Ps 132:18,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_ebdf693905a6caa039cc,Ps 132:9 (LXX Ps 131:9),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1276 | source_ref=Ps 132:9,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_3d25e7b88d1bb4c5edb5,Ps 89:19-21 (LXX Ps 88:19-21),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1274 | source_ref=Ps 89:19-21,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-10-01,Kiyahk 10,"The Relocation of the Body of St. Severus, Patriarch of Antioch",patriarch,rid_4986666882db218c628d,Ps 99:6-7 (LXX Ps 98:6-7),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1286 | source_ref=Ps 99:6-7,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_af92a19084930ccb825e,Acts 18:24-28,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1299 | source_ref=Acts 18:24-28,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_d6b351115e6125d45624,Acts 19:1-6,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1300 | source_ref=Acts 19:1-6,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_f54d6885def502dfee8f,Heb 11:32-40,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1296 | source_ref=Heb 11:32-40,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_67b2497331d9ece43cef,Heb 12:1-2,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1297 | source_ref=Heb 12:1-2,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_be33a7a551bd67248eee,James 5:9-20,liturgy_catholic,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1298 | source_ref=James 5:9-20,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_d66d6d408de5af0f376d,Lk 12:32-44,liturgy_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1302 | source_ref=Lk 12:32-44,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_dec8eb3b8e4cb1bedf89,Lk 19:11-19,matins_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1295 | source_ref=Lk 19:11-19,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_7f57959f19458a944d69,Matt 24:42-47,vespers_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1291 | source_ref=Matt 24:42-47,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_d99225409123d304d021,Ps 112:6 (LXX Ps 111:6),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1288 | source_ref=Ps 112:6,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_9040452dcc0a4b36f90e,Ps 112:7 (LXX Ps 111:7),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1289 | source_ref=Ps 112:7,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_3ebb200b973b2da07ef5,Ps 112:9 (LXX Ps 111:9),vespers_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1290 | source_ref=Ps 112:9,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_45efd27e6c30787b14f7,Ps 92:10 (LXX Ps 91:10),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1292 | source_ref=Ps 92:10,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_bd43f60e1cf73e09a2f0,Ps 92:12-13 (LXX Ps 91:12-13),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1301 | source_ref=Ps 92:12-13,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_e67141808e88d6e9f7c8,Ps 92:14 (LXX Ps 91:14),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1293 | source_ref=Ps 92:14,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-11-01,Kiyahk 11,The Departure of the Saint Abba Pijimi,departure,rid_e68eaba0184e28ad9d28,Ps 92:15 (LXX Ps 91:15),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1294 | source_ref=Ps 92:15,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Single commemoration day alignment.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_11564142c0f83b3a97d1,1Cor 3:4-23,liturgy_pauline,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1309 | source_ref=1Cor 3:4-23,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_4c83d6286afc8e198494,1Pet 5:5-14,liturgy_catholic,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1310 | source_ref=1Pet 5:5-14,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_af92a19084930ccb825e,Acts 18:24-28,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1311 | source_ref=Acts 18:24-28,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_d6b351115e6125d45624,Acts 19:1-6,liturgy_acts,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1312 | source_ref=Acts 19:1-6,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_22ab3bbd6e7558260a9c,Lk 16:1-12,liturgy_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1314 | source_ref=Lk 16:1-12,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_36e01ac81809e1eb569e,Mark 13:33-37,matins_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1308 | source_ref=Mark 13:33-37,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_7f57959f19458a944d69,Matt 24:42-47,vespers_gospel,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1304 | source_ref=Matt 24:42-47,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1305 | source_ref=Ps 37:17,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_27bc36e02ede607645fb,Ps 37:18 (LXX Ps 36:18),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1306 | source_ref=Ps 37:18,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),matins_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1307 | source_ref=Ps 37:29,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
kiyahk-12-01,Kiyahk 12,"The Commemoration of the Honorable Michael, the Archangel",angel,rid_e969ba31f7ef7c781571,Ps 37:30-31 (LXX Ps 36:30-31),liturgy_psalm,collection-type,medium,F.N. Youssef on daily readings following the Synaxarium; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1313 | source_ref=Ps 37:30-31,Collection-type bridge from fixed-day Synaxarium context to Katameros rows. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
